area_id,employed
316031425,37
316031426,17
316031427,24
316031428,38
316041429,12
316041430,12
316041431,18
316041432,25
316041433,49
316051434,22
316051435,18
316051436,22
316051437,44
316051438,26
316061439,7
316061440,15
316061441,12
316061442,17
316061443,27
316061444,14
317011445,12
317011446,25
317011447,10
317011448,14
317011449,6
317011450,9
317011451,19
317011452,14
317011453,10
317011454,10
317011455,6
317011456,12
317011457,12
317011458,7
317011459,18
318011461,3
318011462,4
318011463,3
318011464,3
318011465,3
318021468,26
318021469,7
318021470,6
318021471,14
318021473,25
318021474,12
318021475,3
318021476,4
318021477,3
318021478,6
318021479,3
318021480,9
318021481,3
318021482,9
318021483,6
318021484,10
318021485,6
318021486,7
318021487,3
318021488,8
318021489,3
318021490,24
318021491,4
319011493,16
319011496,16
319011497,9
319011499,9
319011500,3
319011501,6
319021503,10
319021504,9
319021505,4
319021506,6
319021507,7
319021509,3
319031511,8
319031512,10
319031513,6
319031514,36.99999999999999
319031515,6
319041516,4
319041517,10
319041518,18
319041519,9
319041520,14.999999999999998
319041521,10
319051522,12
319051524,12
319051525,9
397979799,34
399999499,84
401011001,47
401011002,8
401021003,7
401021004,31
401021006,6
401021007,13
401021009,3
401021010,9
401031011,22
401031012,19
401031013,13
401041014,6
401041015,19
401041016,25
401051017,31
401051019,7
401061020,12
401061021,10
401061022,10
401071023,27
401071024,20
402011025,13
402011026,16
402011027,3
402021028,3
402021029,6
402021031,6
402021033,3
402021034,4
402031036,6
402031037,14
402031038,24
402041040,8
402041041,6
402041043,3
402041044,6
402041045,28
402041047,15
402041048,21
402051049,10
402051052,6
402051053,15
402051054,9
402051055,3
403011056,20
403011057,30
403021058,6
403021059,3
403021060,10
403021061,16
403021062,16
403021063,7
403021064,10
403031065,3
403031067,4
403031068,7
403031069,15
403031070,3
403041071,9
403041072,6
403041073,12
403041074,9
403041076,10
403041077,6
403041078,9
403041079,6
403041080,6
403041083,10
403041084,12
403041085,3
403041086,3
403041087,6
403041088,9
403041089,13
404011090,4
404011091,15
404011092,12
404011093,18
404011094,3
404011095,3
404011096,6
404011097,6
404021099,12
404021100,3
404021101,10
404021102,6
404031105,7
404031106,7
404031107,18
404031108,16
404031109,7
405011111,3
405011114,4
405011115,2.9999999999999996
405021116,12
405021117,11
405021118,8
405021119,7
405031121,3
405031122,10
405041124,3
405041125,3
406011130,8
406011131,7
406011133,11
406011134,9
406011136,3
406021139,3
406021140,4
406021141,26
406021142,12
406021143,5
407011144,13
407011145,19
407011146,9
407011148,13
407011149,6
407021150,3
407021151,2.9999999999999996
407021153,25
407021154,3
407021155,11
407021156,4
407021157,4
407021158,6
407031159,6.000000000000001
407031163,4
407031164,6
407031165,27
407031166,3
407031169,3
407031170,11
499999499,10
501011001,8
501011002,22
501011003,7
501021005,7
501021006,7
501021009,3
501021012,3
501021013,3
501021014,3
501021015,5
501031017,7.999999999999999
502011021,8
502011023,6
502011024,4
502011025,4
502011027,6
502011029,6
503011031,12
503011032,14
503011033,3
503011034,15
503011035,13
503011036,8
503021038,18
503021039,12
503021040,3
503021041,46
503021042,18
503021043,22
504011044,10
504011045,9
504011046,16
504011047,4
504011048,3
504021050,6
504021051,6
504021053,3
504021054,7
504031056,16
504031057,12
504031059,22
504031060,3
504031061,4
504031062,3
504031065,4
504031066,3
504031068,5
505011070,6
505011071,21
505011072,15
505011074,9
505011075,25
505011076,3
505011077,9
505011078,10
505011079,16
505011080,3
505011081,6
505011082,12
505011083,9
505021084,15
505021085,6
505021086,10
505021088,16
505021089,13
505021090,9
505021092,15
505021094,6
505021096,15
505021097,3
505031098,6
505031099,13
505031100,19
505031101,15
505031102,7
505031103,6
505031104,3
505031105,21
505031107,9
505031108,21
505031109,12
506011110,3
506011112,3
506011113,10
506011114,3
506011116,9
506021118,16
506021119,10
506021122,16
506021123,17
506031124,10
506031125,9
506031127,23
506031128,4
506031129,12
506031131,10
506041132,7
506041133,6
506041134,4
506041135,3
506041136,6.000000000000001
506041137,3
506051138,4
506051139,9
506051140,6
506051141,3
506061142,10
506061144,7
506071145,17
506071146,7
506071147,9
507011148,6
507011149,3
507011152,10
507011153,13
507011156,3
507011159,3
507011161,6
507011163,4
507021164,13
507021165,17
507021166,3
507041175,6
507041177,3
507041178,3
507041180,10
507041181,22
507041183,5
507041184,15
507051185,6
507051186,3
507051188,22
507051190,7
507051191,12
507051192,19
507051193,3
508011194,6
508021197,3
508031199,6
508031200,3
508041205,13
508041206,9
508041208,6
508041209,6
508051212,4
508051213,7
508061218,6
508061219,2.9999999999999996
508061220,3
508061221,3
508061222,4
508061223,3
508061224,9
509011225,3
509011228,7
509011230,3
509011231,3
509021236,3
509021237,7
509021243,3
599999499,30
601011001,3
601021004,11
601021005,3
601021007,3
601021008,6
601021009,3
601021010,4
601021011,7
601021012,13
601031013,3
601031014,3
601031016,3
601031017,3
601031018,3
601041022,6
601041023,16
601041024,6
601051027,27
601051028,9
601051029,3
601051030,4
601051031,20
601051032,3
601051033,12
601061034,9
601061035,6
602011036,7
602011037,4
602011038,12
602011040,3
602011041,10
602011042,3
602011043,3
602011044,10
602011048,9
602011049,3
602011050,3
602011051,6
602011052,10
602021054,3
602021055,9
602021056,11
602021057,3
602031058,9
602031062,3
602031064,3
603011065,3
603011067,4
603021069,8
603021070,12
603021071,10
603021072,3
603031073,7
603031074,3
604011075,6
604011078,3
604011079,3
604011081,6
604011082,4
604011084,6
604021085,9
604021086,6
604021087,3
604021088,3
604021089,11
604021091,10
604021092,6.000000000000001
604031093,6
604031094,3
604031096,3
697979799,3
701011002,21
701011004,11
701011005,14
701011007,3
701011008,11
701011009,9
701021012,3
701021016,3
701021018,6
701021019,3
701021020,3
701021021,6
701021022,6
701021025,3
701021026,7
701021027,12
701031031,13
701031032,9
701031035,6
701041037,3
701041038,3
701041041,8
701041043,9
701041044,5
702011045,4
702011046,4
702011047,4
702011048,3
702011049,9
702011050,11
702011051,15
702011054,3
702031057,19
702041064,3
702051067,18
799999499,11
801011001,42
801011002,59.99999999999999
801011003,111
801011004,31
801011005,27
801011006,99
801011007,79
801011008,49
801011009,53.00000000000001
801011010,42
801011011,57.99999999999999
801011013,18
801011014,37
801011015,64
801011016,107.00000000000001
801011017,58.00000000000001
801011019,85
801011020,31
801011021,31
801011022,33
801011023,33
801011024,44
801011025,32.99999999999999
801011026,28
801021027,9
801031030,48
801031032,4
801031033,9
801041034,91
801041035,40
801041036,35
801041037,12.000000000000002
801041038,35
801041039,74
801041040,108
801041043,6
801041044,74
801041046,134
801041047,94
801041048,65
801051049,12
801051050,64
801051051,62
801051052,65
801051053,52
801051054,26
801051055,29.999999999999996
801051056,31
801051057,62.00000000000001
801051058,62.99999999999999
801051059,12
801051060,41
801051061,81.00000000000001
801061062,42
801061063,33
801061064,69
801061065,87
801061067,124.99999999999999
801061069,44
801061070,50
801071071,128
801071072,87
801071073,169
801071074,154
801071075,141
801071076,71
801071077,103.00000000000001
801071078,187
801071079,61
801071080,25
801071081,100
801071082,297
801071083,40
801071084,111.00000000000001
801071086,31
801071087,116
801071088,133
801071090,185
801081091,34
801081092,39
801081093,23.999999999999996
801081094,27.999999999999996
801081095,39
801081096,27
801081097,42.99999999999999
801081098,47
801091099,38
801091100,69
801091101,51
801091102,51
801091103,37
801091104,26
801091105,41
801091106,49
801091107,17
801091108,47
801091109,30
801091110,26
899999499,9
901011001,3
901031003,20
